ID,ObsType,ObsID,Latitude,Longitude,Elevation(m),LocalDate,LocalTime,UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,Constellation,SkyComment,LocationComment,Country
84561,GAN,5218,41.5086,-87.6825,213.63,2012-02-21,22:10,2012-02-22,04:10,4,,,"1/4 of sky","Orion","it was dark enough to see","","United States - Illinois"
84562,GAN,5219,41.5717,-87.6945,196.97,2012-02-18,20:56,2012-02-19,02:56,3,,,"clear","Orion","It was a clear night","There was streetlights by are location but that did not bother us or are results","United States - Illinois"
84563,SQM,5220,31.7306,-110.918,1292.53,2012-02-21,20:19,2012-02-22,03:19,6,21.2,3678,"clear","Orion","Excellent night of viewing","Whipple Observatory visitor center","United States - Arizona"
84564,GAN,5221,41.5717,-87.6945,196.97,2012-02-18,20:30,2012-02-19,02:30,3,,,"clear","Orion","There was no problems seeing the stars.","There was a streetlight but it was far enough so we didnt see it .","United States - Illinois"
84565,GAN,5222,47.1013,-123.05,41.77,2012-02-21,19:34,2012-02-22,03:34,-9999,,,"1/4 of sky","Orion","I saw clouds. Slight light dome in the south area.","Rural. No light source on. Trees.","United States - Washington"
84566,GAN,5223,32.7549,-97.3313,189.79,2012-02-15,20:15,2012-02-16,02:15,2,,,"clear","Orion","","Downtown Fort Worth with parking lot lights, sidewalk lights, and lights on buildings. Many tall buildings. We judged the magnitude to be 2.5.","United States - Texas"
84567,GAN,5224,33.7319,-111.853,789.25,2012-02-14,20:45,2012-02-15,03:45,5,,,"clear","Orion","","","United States - Arizona"
84568,GAN,5225,48.1982,18.0014,148.32,2012-02-21,22:00,2012-02-21,21:00,5,,,"clear","Orion","","","Slovakia"
84569,GAN,5226,-36.8986,174.623,29.09,2012-02-20,00:00,2012-02-19,11:00,3,,,"1/2 of sky","Orion","cloudy","heaps of light","New Zealand"
84570,GAN,5227,43.3,6.09639,469.01,2012-02-21,19:57,2012-02-21,18:57,4,,,"clear","Orion","No clouds except in the far North West  No wind clear sky  MAinly light dome of Rocbaron North West","elevation 470m  On the top of the hill : ""Chateau Saint Sauveur"" close to Rocbaron Provence","France"
84571,GAN,5228,62.8984,27.6919,100.48,2012-02-20,20:00,2012-02-20,18:00,4,,,"1/4 of sky","Orion","","Urban, Much snow on the lanscape, straat and other lights.","Finland"
84572,GAN,5229,63.2068,28.4719,119.34,2012-02-18,20:40,2012-02-18,18:40,5,,,"clear","Orion","","Semirural,  clean whitesnowcover about 70 cm, some streetlights.","Finland"
84573,GAN,5232,50.0131,22.697,198.39,2012-02-19,19:40,2012-02-19,18:40,3,,,"1/2 of sky","Orion","Klaudia Baj 1lb zstio","Klaudia Baj 1lb zstio","Poland"
84574,SQM,5233,47.5984,20.7213,85.66,2012-02-21,19:01,2012-02-21,18:01,6,20.6,4772,"clear","Orion","hideg, <O celsius , derlt egbolt, Venus, Jupiter erosen fenylik; (fagypont alatti hmrsklet, a Vnusz s a Jupiter igen szpen fnylik);","kozvilagitas min. 200 m., mogottem nem zavaro","Hungary"
84575,GAN,5234,52.8633,18.4678,81.76,2012-02-19,21:45,2012-02-19,20:45,4,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84576,GAN,5235,52.8986,18.4144,75,2012-02-19,21:30,2012-02-19,20:30,3,,,"1/4 of sky","Orion","","Astro-Baza Gniewkowo","Poland"
84577,GAN,5236,52.8939,18.4072,80.33,2012-02-19,21:15,2012-02-19,20:15,4,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84578,GAN,5237,52.892,18.4103,79.03,2012-02-19,21:45,2012-02-19,20:45,4,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84579,GAN,5238,52.88,18.3817,83.35,2012-02-19,21:30,2012-02-19,20:30,4,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84580,SQM,5239,47.6101,20.7278,91.47,2012-02-16,21:14,2012-02-16,20:14,4,19.71,4772,"clear","Orion","hideg fagyos, felho nincs, hoboritas, keves parassag","a kozvilagitas korbe 80 - 400 m., templom diszvilagitas 700 m., zavaro","Hungary"
84581,GAN,5240,52.9028,18.3733,77.29,2012-02-19,21:15,2012-02-19,20:15,4,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84582,GAN,5241,52.9069,18.3725,76,2012-02-19,21:30,2012-02-19,20:30,3,,,"1/4 of sky","Orion","","Astro-Baza Gniewkowo","Poland"
84583,GAN,5242,52.8961,18.4008,79.94,2012-02-19,21:45,2012-02-19,20:45,4,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84584,GAN,5243,52.9019,18.3769,76.02,2012-02-19,21:15,2012-02-19,20:15,4,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84585,GAN,5244,52.9147,18.4058,96.54,2012-02-19,21:45,2012-02-19,20:45,3,,,"1/4 of sky","Orion","","Astro-Baza Gniewkowo","Poland"
84586,GAN,5245,52.8894,18.3994,82.05,2012-02-20,21:15,2012-02-20,20:15,4,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84587,GAN,5246,47.6038,20.7185,90.06,2012-02-21,19:11,2012-02-21,18:11,3,,,"clear","Orion","felho nincs, < O celsius,","templom elott, koz- es diszfenyek 15-25 m., igen zavaro","Hungary"
84588,GAN,5247,52.8892,18.4033,84.39,2012-02-20,21:30,2012-02-20,20:30,5,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84589,GAN,5248,52.8878,18.396,80.61,2012-02-20,21:45,2012-02-20,20:45,4,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84590,GAN,5249,52.8914,18.4003,81.32,2012-02-20,21:30,2012-02-20,20:30,5,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84591,GAN,5250,52.8455,18.524,84.79,2012-02-20,21:30,2012-02-20,20:30,4,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84592,GAN,5251,52.8505,18.4784,84.88,2012-02-20,21:15,2012-02-20,20:15,4,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84593,GAN,5252,47.6062,20.7177,88.23,2012-02-21,19:16,2012-02-21,18:16,4,,,"clear","Orion","felho nincs, < O celsius, Venus, Jupiter erosen fenylik","kozvilagitas 40 - 150 m., templom diszvilagitas 250 m., zavaro,","Hungary"
84594,GAN,5253,52.8716,18.3606,80.15,2012-02-20,21:15,2012-02-20,20:15,4,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84595,GAN,5254,52.855,18.4018,77.86,2012-02-20,21:15,2012-02-20,20:15,4,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84596,GAN,5255,52.9147,18.4897,85.71,2012-02-20,20:15,2012-02-20,19:15,5,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84597,GAN,5256,52.906,18.4801,90.32,2012-02-20,20:30,2012-02-20,19:30,5,,,"clear","Orion","","Astro-Baza Gniewkowo","Poland"
84598,SQM,5257,47.6096,20.7228,87.4,2012-02-21,19:23,2012-02-21,18:23,5,20.44,4772,"clear","Orion","felho nincs, < O celsius, Venus, Jupiter fenylik lemenoben, havas jeg feherlik, az oblitocsatorna es obol teruleten,","templom megvilagitas 400 m., kozvilagitas 100 - 250 m., kicsit zavaro,","Hungary"
84599,SQM,5258,47.6083,20.7322,91,2012-02-21,19:45,2012-02-21,18:45,5,20.35,4772,"clear","Orion","felho nincs, < O celsius, Venus, Jupiter lemenoben","kozvilagitas 100 - 200 m., ipari fenyek 60 - 80 m., alig zavaro,","Hungary"
84600,GAN,5262,52.5415,18.5028,104.96,2012-02-14,19:12,2012-02-14,18:12,4,,,"1/2 of sky","Orion","","Astrobaza Radziejw","Poland"
84601,GAN,5263,52.5823,18.4875,97.72,2012-02-16,19:30,2012-02-16,18:30,3,,,"1/2 of sky","Orion","","Astrobaza Radziejow","Poland"
84602,GAN,5266,40.8181,-79.5218,241.21,2012-02-20,20:07,2012-02-21,01:07,-9999,,,"1/4 of sky","Orion","slightly cloudy","street lights 15 yds both North and South. 5 porch lights. 2 bright light posts acrosse street at retirement home.","United States - Pennsylvania"
84603,GAN,5267,40.9051,-79.5078,374.94,2012-02-20,20:20,2012-02-21,01:20,5,,,"clear","Orion","No clouds","No streetlights, Open sky","United States - Pennsylvania"
84604,GAN,5268,40.9051,-79.5078,374.94,2012-02-20,20:20,2012-02-21,01:20,5,,,"clear","Orion","No clouds","No streetlights, Open sky","United States - Pennsylvania"
84605,GAN,5269,32.6949,-79.8792,-2.5,2012-02-17,19:30,2012-02-18,00:30,3,,,"clear","Orion","","","United States - South Carolina"
84606,GAN,5270,32.8152,-79.8717,7.75,2012-02-18,21:00,2012-02-19,02:00,-9999,,,"over 1/2 of sky","Orion","","","United States - South Carolina"
84607,GAN,5271,32.8152,-79.8717,7.75,2012-02-19,19:20,2012-02-20,00:20,-9999,,,"over 1/2 of sky","Orion","rainy","","United States - South Carolina"
84608,GAN,5272,32.8152,-79.8717,7.75,2012-02-20,20:20,2012-02-21,01:20,2,,,"1/4 of sky","Orion","","","United States - South Carolina"
84609,GAN,5273,32.8152,-79.8717,7.75,2012-02-21,21:30,2012-02-22,02:30,2,,,"clear","Orion","alot of light","","United States - South Carolina"
84610,GAN,5274,45.0664,7.85143,371.44,2012-02-21,21:39,2012-02-21,20:39,3,,,"clear","Orion","clear","rural, 6 streetlights, many trees","Italy"
84611,GAN,5275,52.439,13.5026,34.83,2012-02-21,22:11,2012-02-21,21:11,3,,,"1/4 of sky","Orion","Clouds","","Germany"
84612,GAN,5277,36.2964,-95.3101,193.55,2012-02-21,19:34,2012-02-22,01:34,3,,,"clear","Orion","There was street lights to the east of us and we where facing south in the back yard.","suburban, several street lights. we were standing in the back yard in the shadow of the house so we could see it better.","United States - Oklahoma"
84613,GAN,5278,39.4787,-76.2759,23.37,2012-02-21,21:32,2012-02-22,02:32,2,,,"clear","Orion","","suburban","United States - Maryland"
84614,SQM,5280,-36.9026,174.622,29,2012-02-21,20:31,2012-02-21,07:31,-9999,9.6,,"over 1/2 of sky","Orion","alot of clouds","alot of street lights","New Zealand"
84615,GAN,5281,42.6305,-83.0625,204.94,2012-02-19,22:37,2012-02-20,03:37,4,,,"1/4 of sky","Orion","Pretty clear all around.","Apartment Complex","United States - Michigan"
84616,GAN,5282,50.4692,13.3984,361.37,2012-02-20,21:00,2012-02-20,20:00,4,,,"clear","Orion","","Chomutov  Czech Republic  20.2.2012   20:00 UTC    502800""  132400""  centrum msta, snh  bezoblan nebe  Jaroslav LANDA","Czech Republic"
84617,GAN,5283,47.6038,20.7185,90.06,2012-02-21,19:11,2012-02-21,18:11,3,,,"clear","Orion","felho nincs, < O celsius, Venus, Jupiter takarasban,","20-30 m., kozvilagitas, templom diszvilagitas, igen zavaro,","Hungary"
84618,SQM,5286,47.615,20.7356,93.34,2012-02-21,00:00,2012-02-20,23:00,5,20.13,4772,"clear","Orion","felho nincs, <O celsius, Venus, Jupiter lemenoben takarasban,","utcai vilagitas 90 - 200 m., vasut melletti vilagitas 50-60 m., kevesbe zavaroak, mert facsoport, epulet takaras,","Hungary"
84619,SQM,5287,47.6128,20.7356,89.59,2012-02-21,00:00,2012-02-20,23:00,5,20.2,4772,"clear","Orion","felho nincs, <O celsius, kornyek havas, Venus, Jupiter lemenoben, takarasban,","ipari vilagitas 80-150 m., takarasban, nem eros, nem zavaro,","Hungary"
84620,GAN,5288,52.7721,-1.20617,47.06,2012-02-21,21:00,2012-02-21,21:00,5,,,"clear","Orion","","suburban - edge of town","United Kingdom"
84621,GAN,5289,51.6157,15.3249,106.19,2012-02-19,20:30,2012-02-19,19:30,4,,,"clear","Orion","","","Poland"
84622,GAN,5290,52.5513,18.4911,101,2012-02-20,21:30,2012-02-20,20:30,5,,,"1/4 of sky","Orion","","ASTROBAZA Radziejw","Poland"
84623,GAN,5293,41.2815,21.3635,597.61,2012-01-23,21:15,2012-01-23,20:15,-9999,,,"1/2 of sky","Orion","I can not see Orion","Rural location","Macedonia (FYROM)"
84624,GAN,5294,41.3516,21.5615,657.08,2012-02-21,21:45,2012-02-21,20:45,-9999,,,"over 1/2 of sky","Orion","Clouds and dust","Urban location","Macedonia (FYROM)"
84625,GAN,5295,47.1942,18.1222,175.46,2012-02-21,21:10,2012-02-21,20:10,4,,,"clear","Orion","-no haze  -no clouds  -sky glowlight dome:    -southwest: Veszprem   -northeast: Varpalota, Szekesfehervar","-suburban  -no snow cover  -2 streetlights  -pine forest on the outskirts","Hungary"
84626,GAN,5296,41.3547,21.5423,689.34,2012-01-21,20:35,2012-01-21,19:35,-9999,,,"over 1/2 of sky","Orion","Cloudy sky","Suburban location, lights  50m away and lights from the houses in our neighborhood","Macedonia (FYROM)"
84627,GAN,5297,47.1984,18.1152,200.13,2012-02-21,20:30,2012-02-21,19:30,5,,,"clear","Orion","-no haze  -no clouds  -sky glowlight dome:    -southwest: Veszprem   -east: Varpalota, Szekesfehervar","-rural  -no snow cover  -no streetlights  -pine forest","Hungary"
84628,GAN,5298,41.3461,21.5525,654.46,2012-01-21,21:10,2012-01-21,20:10,1,,,"1/2 of sky","Orion","The south west in particular his right of the constellation Orion dark clouds were  visible and there was not very clear or crystal observation of Orion","Settlement in which the monitor is an urban and every 50 feet there are lights","Macedonia (FYROM)"
84629,GAN,5299,41.3517,21.5621,657.31,2012-01-23,20:00,2012-01-23,19:00,-9999,,,"1/2 of sky","Orion","I can not see Orion","Urban location","Macedonia (FYROM)"
84630,GAN,5300,48.5584,18.1717,172.62,2012-01-23,20:05,2012-01-23,19:05,-9999,,,"1/4 of sky","Orion","Orion can not be seen","Rural location. There are lights from houses in the neighborhood.","Slovakia"
84631,GAN,5301,41.3538,21.5453,680.41,2012-02-16,20:00,2012-02-16,19:00,3,,,"1/4 of sky","Orion","I can see Orion","Urban location","Macedonia (FYROM)"
84632,GAN,5302,41.2274,21.4321,600.79,2012-02-13,20:30,2012-02-13,19:30,7,,,"clear","Orion","Orion is seen completely","I  am in my yard, and there are light on distance about 40m, from houses in my neighborhood","Macedonia (FYROM)"
84633,GAN,5303,41.2815,21.3635,597.61,2012-02-13,21:30,2012-02-13,20:30,1,,,"1/2 of sky","Orion","Some clouds","Observation is taken from the village Obrsani, near town Prilep, and on every 50 meters there are lights.","Macedonia (FYROM)"
84634,GAN,5304,41.352,21.5432,671.86,2012-02-13,20:50,2012-02-13,19:50,-9999,,,"over 1/2 of sky","Orion","Sky is full with clouds, and Orion is not visible","Street lights on each 50m","Macedonia (FYROM)"
84635,GAN,5305,38.8486,-77.3625,133.81,2012-02-20,20:30,2012-02-21,01:30,3,,,"clear","Orion","No clouds","Suburban, no snow cover, few streetlights or other light sources, many trees","United States - Virginia"
84636,GAN,5309,38.8486,-77.3625,133.81,2012-02-20,20:30,2012-02-21,01:30,3,,,"clear","Orion","No clouds","Suburban, no snow cover, very few streetlights or other light sources, many trees","United States - Virginia"
84637,GAN,5310,41.3547,21.5423,689.34,2012-02-13,20:30,2012-02-13,19:30,-9999,,,"over 1/2 of sky","Orion","Orion is not visible.","Lights on distance 50m.","Macedonia (FYROM)"
84638,GAN,5311,41.3461,21.5525,654.46,2012-02-13,21:30,2012-02-13,20:30,-9999,,,"over 1/2 of sky","Orion","So many clouds","Urban environment","Macedonia (FYROM)"
84639,GAN,5312,41.2815,21.3635,597.61,2012-02-14,21:11,2012-02-14,20:11,2,,,"1/4 of sky","Orion","Some clouds","Dark location, no lights nearby","Macedonia (FYROM)"
84640,GAN,5313,41.2815,21.3635,597.61,2012-02-15,20:15,2012-02-15,19:15,5,,,"1/4 of sky","Orion","There are some clouds opn the sky, but I can see Orion","Dark location, no lights nearby","Macedonia (FYROM)"
84641,SQM,5314,41.345,21.5621,659.06,2012-02-14,22:00,2012-02-14,21:00,2,18.34,3930,"1/4 of sky","Orion","Some clouds","Snow cover","Macedonia (FYROM)"
84642,SQM,5315,41.346,21.5623,657.42,2012-02-16,21:15,2012-02-16,20:15,2,18.28,3930,"1/4 of sky","Orion","Clouds and smoke","Snow cover and very cold weather","Macedonia (FYROM)"
84643,SQM,5316,41.3455,21.5343,647.45,2012-02-18,20:58,2012-02-18,19:58,4,17.37,3930,"1/4 of sky","Orion","Some clouds","Snow cover","Macedonia (FYROM)"
84644,SQM,5317,41.3517,21.5621,657.31,2012-02-19,21:05,2012-02-19,20:05,3,17.34,3930,"over 1/2 of sky","Orion","No one star is visible","Snow cover, light on each 30m","Macedonia (FYROM)"
84645,SQM,5318,41.3197,21.4261,603.96,2012-02-20,21:54,2012-02-20,20:54,3,16.92,3930,"over 1/2 of sky","Orion","Many clouds-nimbostratus, altostratus","The temperature is 1 degree Celsius and we still have snow cover","Macedonia (FYROM)"
84646,GAN,5320,-37.5414,143.871,488.98,2012-02-20,21:00,2012-02-20,10:00,4,,,"clear","Orion","Very clear sky, good viewing conditions, some wind (approximately 10 knots from NE)  Considerable orange/yellow sky glow, but my observation point was in a backyard in a relatively dark spot, with major light sources in the area (street and porch lights) shaded from direct view.  Observation was facing North North East.","Suburban street in city approximately 100,000 population, 1 streetlight close, lightly wooded area, several porch lights in the vicinity.","Australia"
84647,GAN,5324,42.0542,-71.74,179.75,2012-02-18,21:44,2012-02-19,02:44,4,,,"clear","Orion","","","United States - Massachusetts"
84648,GAN,5325,22.5118,88.3816,8.15,2012-02-20,19:24,2012-02-20,13:54,3,,,"clear","Orion","Wind - East  Sky - Clear  Clouds - Fluffy","Trees here and there.  4 streetlights.  2 tube lights.  Urban area.","India"
84649,GAN,5326,52.0763,17.3121,82.56,2012-02-18,22:00,2012-02-18,21:00,5,,,"1/4 of sky","Orion","Polish: Na niebie byo troch chmur. Niebo byo ciemne. Byo widoczne wiele gwiazd, ale miaem porobione notatki w moim notesie (gdzie si znajduje konstelacj Oriona). Wyobraziem sobie ""linie czce gwiazdy"" by powsta konstelacja Orion. Wszystko si udao i odnalaze ze wczeniejsz pomoc programu Stellarium.  English: The sky was a little cloud. The sky was dark. It was obvious a lot of stars, but I had made notes in my notebook (where is the constellation Orion). I imagined the ""lines between the stars"" created by a constellation of Orion. All worked out and found the previous assistance program, Stellarium.","Polish: Najpierw napisz w jzyku polskim, a nastpnie w jzyku angielskim.  English: First, write in Polish, then in English.    Polish: Miejscowo, w ktrej prowadziem obserwacje to obszar wiejski. Jest tam spokj i nie ma owietlenia na ulicach. nieg  by, ale stopnia. Byem w miejscu , gdzie byy drzewa, ale nie przeszkodziy mi w obserwacjach konstelacji Oriona.  English: City, which was leading a rural area observations. There is peace and there is no street lighting. The snow was, but it melted. I was in a place where there were trees, but did not prevent me in observing the constellation Orion.    Polish: Dzikuj.  English: Thank you.","Poland"
84650,GAN,5327,52.0763,17.3121,82.56,2012-02-18,22:00,2012-02-18,21:00,6,,,"1/4 of sky","Orion","The sky was a little cloud. The sky was dark. It was obvious a lot of stars, but I had made notes in my notebook (where is the constellation Orion). I imagined the ""lines between the stars"" created by a constellation of Orion. All worked out and found the previous assistance program, Stellarium.","English: City, which was leading a rural area observations. There is peace and there is no street lighting. The snow was, but it melted. I was in a place where there were trees, but did not prevent me in observing the constellation Orion.    Thank you.","Poland"
84651,GAN,5328,52.0763,17.3121,82.56,2012-02-18,22:00,2012-02-18,21:00,6,,,"1/4 of sky","Orion","The sky was a little cloud. The sky was dark. It was obvious a lot of stars, but I had made notes in my notebook (where is the constellation Orion). I imagined the ""lines between the stars"" created by a constellation of Orion. All worked out and found the previous assistance program, Stellarium.","City, which was leading a rural area observations. There is peace and there is no street lighting. The snow was, but it melted. I was in a place where there were trees, but did not prevent me in observing the constellation Orion.    Thank you.","Poland"
84652,GAN,5330,52.6267,18.5257,104.27,2012-02-21,21:10,2012-02-21,20:10,3,,,"1/4 of sky","Orion","","Astrobaza Radziejow","Poland"
84653,GAN,5332,52.6206,18.525,96.98,2012-02-19,19:30,2012-02-19,18:30,3,,,"1/4 of sky","Orion","","ASTROBAZA Radziejow","Poland"
84654,GAN,5335,52.8956,18.3778,80.72,2012-02-19,23:40,2012-02-19,22:40,3,,,"1/4 of sky","Orion","","astrobaza Gniewkowo","Poland"
84655,GAN,5336,52.8819,18.436,77.69,2012-02-20,23:15,2012-02-20,22:15,4,,,"clear","Orion","","Astrobaza Gniewkowo","Poland"
84656,GAN,5337,47.9148,17.1537,124.99,2012-02-14,20:05,2012-02-14,19:05,4,,,"clear","Orion","","","Hungary"
84657,GAN,5338,47.8335,17.2365,115.42,2012-02-21,21:15,2012-02-21,20:15,5,,,"clear","Orion","","","Hungary"
84658,GAN,5339,47.885,17.2975,117.71,2012-02-14,21:00,2012-02-14,20:00,4,,,"clear","Orion","","","Hungary"
84659,GAN,5340,32.9123,-79.7845,2.66,2012-01-14,20:20,2012-01-15,01:20,3,,,"1/4 of sky","Orion","","","United States - South Carolina"
84660,GAN,5341,32.9123,-79.7845,2.66,2012-01-15,20:30,2012-01-16,01:30,4,,,"clear","Orion","","","United States - South Carolina"
84661,GAN,5342,32.9123,-79.7845,2.66,2012-01-16,20:45,2012-01-17,01:45,1,,,"over 1/2 of sky","Orion","Many clouds- could barely see anything","","United States - South Carolina"
84662,GAN,5343,47.9611,17.2836,124.96,2012-02-19,21:32,2012-02-19,20:32,3,,,"clear","Orion","","","Hungary"
84663,GAN,5344,32.9123,-79.7845,2.66,2012-01-17,20:40,2012-01-18,01:40,2,,,"over 1/2 of sky","Orion","","","United States - South Carolina"
84664,GAN,5345,32.9123,-79.7845,2.66,2012-01-18,20:35,2012-01-19,01:35,2,,,"1/4 of sky","Orion","A lot of rain","Party next doors","United States - South Carolina"
84665,GAN,5346,32.9123,-79.7845,2.66,2012-01-19,21:00,2012-01-20,02:00,7,,,"clear","Orion","","No lights were on in the neighborhood","United States - South Carolina"
84666,GAN,5347,32.9123,-79.7845,2.66,2012-01-20,20:00,2012-01-21,01:00,6,,,"1/4 of sky","Orion","","Tonight was also a good night because not many lights were on","United States - South Carolina"
84667,GAN,5348,47.8545,17.2619,118.46,2012-02-20,21:40,2012-02-20,20:40,4,,,"clear","Orion","","","Hungary"
84668,GAN,5349,47.8869,17.2692,119.52,2012-02-14,20:03,2012-02-14,19:03,3,,,"1/2 of sky","Orion","","","Hungary"
84669,GAN,5350,38.8486,-77.3625,133.81,2012-02-21,20:30,2012-02-22,01:30,3,,,"clear","Orion","No clouds","Suburban, no snow cover, few streetlights or other light sources, many trees","United States - Virginia"
84670,GAN,5351,32.7766,-79.9309,4.73,2012-02-18,19:36,2012-02-19,00:36,3,,,"clear","Orion","","","United States - South Carolina"
84671,GAN,5352,32.7535,-79.9528,1.87,2012-02-19,19:37,2012-02-20,00:37,3,,,"1/4 of sky","Orion","","","United States - South Carolina"
84672,GAN,5353,32.7535,-79.9528,1.87,2012-02-20,19:39,2012-02-21,00:39,4,,,"clear","Orion","","","United States - South Carolina"
84673,GAN,5354,32.7766,-79.9309,4.73,2012-02-21,19:39,2012-02-22,00:39,1,,,"clear","Orion","","","United States - South Carolina"
84674,GAN,5355,41.5039,-87.7131,211.44,2012-02-21,19:11,2012-02-22,01:11,5,,,"1/4 of sky","Orion","the cloud cover was 1/4 of the sky","there were so trees in my backyar","United States - Illinois"
84675,GAN,5356,-36.7131,-64.3568,177,2012-02-20,23:40,2012-02-21,02:40,4,,,"clear","Orion","Completamente despejado, con el reflejo de las luces de la ciudad de Santa Rosa hacia el norte.","Lugar rural, al costado de la ruta.","Argentina"
84676,GAN,5358,38.8936,-77.2933,113.27,2012-02-17,21:41,2012-02-18,02:41,3,,,"1/4 of sky","Orion","fairly clear but not amazingly so","suburban, 1 street lamp, a few houses had on porch lights","United States - Virginia"
84677,GAN,5359,42.5435,-82.8583,176.69,2012-02-21,22:27,2012-02-22,03:27,3,,,"clear","Orion","","suburban location. no snow. 3 surrounding light sources.","United States - Michigan"
84678,GAN,5360,52.6389,18.7252,91.5,2012-02-20,20:00,2012-02-20,19:00,4,,,"clear","Orion","","ASTROBAZA Radziejow","Poland"
84679,GAN,5361,52.6393,18.7251,90.87,2012-02-20,20:00,2012-02-20,19:00,4,,,"clear","Orion","","ASTROBAZA Radziejow","Poland"
84680,GAN,5362,45.1117,17.5127,90.91,2012-02-20,22:31,2012-02-20,21:31,3,,,"1/4 of sky","Orion","","","Croatia"
84681,SQM,5364,52.5321,13.3436,36.43,2012-01-25,20:48,2012-01-25,19:48,4,17.79,3206,"clear","Orion","","","Germany"
84682,SQM,5365,52.5297,13.351,37.92,2012-01-25,20:54,2012-01-25,19:54,4,17.9,3206,"clear","Orion","","","Germany"
84683,SQM,5366,52.5289,13.3539,39.05,2012-01-25,20:58,2012-01-25,19:58,4,17.99,3206,"clear","Orion","","","Germany"
84684,SQM,5367,52.5287,13.3561,45.53,2012-01-25,21:03,2012-01-25,20:03,4,18.07,3206,"clear","Orion","","","Germany"
84685,SQM,5368,52.5292,13.3595,34.67,2012-01-25,21:09,2012-01-25,20:09,4,17.84,3206,"clear","Orion","","bright lights on a sport field","Germany"
84686,SQM,5369,52.5281,13.3604,33.92,2012-01-25,21:13,2012-01-25,20:13,4,18.1,3206,"clear","Orion","","","Germany"
84687,SQM,5370,52.5287,13.3603,32.65,2012-01-25,21:15,2012-01-25,20:15,4,18.13,3206,"clear","Orion","","","Germany"
84688,SQM,5371,52.5292,13.3595,34.67,2012-01-25,21:18,2012-01-25,20:18,4,18.14,3206,"clear","Orion","","measurement after sport lighting was turned off","Germany"
84689,SQM,5372,52.5276,13.3609,36.38,2012-01-25,21:20,2012-01-25,20:20,4,18.14,3206,"clear","Orion","","","Germany"
84690,SQM,5373,52.5276,13.3625,37.14,2012-01-25,21:22,2012-01-25,20:22,4,18.14,3206,"clear","Orion","","","Germany"
84691,SQM,5374,52.5265,13.3639,39,2012-01-25,21:24,2012-01-25,20:24,4,17.94,3206,"clear","Orion","","","Germany"
84692,SQM,5375,52.5253,13.3649,38.44,2012-01-25,21:27,2012-01-25,20:27,4,17.64,3206,"clear","Orion","","","Germany"
84693,SQM,5376,52.5236,13.3657,36.44,2012-01-25,21:30,2012-01-25,20:30,4,17.78,3206,"clear","Orion","","","Germany"
84694,SQM,5377,52.5232,13.3677,31.49,2012-01-25,21:32,2012-01-25,20:32,4,17.62,3206,"clear","Orion","","","Germany"
84695,SQM,5378,52.5238,13.3691,27.09,2012-01-25,21:35,2012-01-25,20:35,4,17.73,3206,"clear","Orion","","","Germany"
84696,SQM,5379,52.523,13.3708,27.84,2012-01-25,21:37,2012-01-25,20:37,4,17.84,3206,"clear","Orion","","","Germany"
84697,SQM,5380,52.5225,13.3719,27.38,2012-01-25,21:39,2012-01-25,20:39,4,17.84,3206,"clear","Orion","","","Germany"
84698,SQM,5381,52.5202,13.3716,32.62,2012-01-25,21:43,2012-01-25,20:43,4,17.64,3206,"clear","Orion","","","Germany"
84699,SQM,5382,52.5189,13.3717,32.06,2012-01-25,21:46,2012-01-25,20:46,4,17.79,3206,"clear","Orion","","","Germany"
84700,SQM,5383,52.5175,13.3748,38.52,2012-01-25,21:49,2012-01-25,20:49,4,17.52,3206,"clear","Orion","","","Germany"
84701,SQM,5384,52.517,13.3759,36.64,2012-01-25,21:50,2012-01-25,20:50,4,17.61,3206,"clear","Orion","","","Germany"
84702,SQM,5385,52.5162,13.3761,35.1,2012-01-25,21:53,2012-01-25,20:53,3,17.2,3206,"clear","Orion","","","Germany"
84703,SQM,5386,52.5163,13.3789,40.54,2012-01-25,21:56,2012-01-25,20:56,3,17.39,3206,"clear","Orion","","","Germany"
84704,SQM,5387,52.5166,13.3839,36.03,2012-01-25,22:00,2012-01-25,21:00,3,17.06,3206,"clear","Orion","","","Germany"
84705,SQM,5388,52.5169,13.3873,42.69,2012-01-25,22:03,2012-01-25,21:03,3,16.99,3206,"clear","Orion","","","Germany"
